rule_id,bt_id,business_term_name,business_unit,table_name,target_column,execution_column,dq_dimension,rule_type,source_row,record_identifier,failed_value,failure_reason
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,407,ALU-0000406,2024-10-20 05:39:32.131000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,424,ALU-0000423,2024-04-23 05:39:32.121000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,432,ALU-0000431,2024-05-29 05:39:32.119000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,491,ALU-0000490,2024-03-04 05:39:32.130000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,499,ALU-0000498,2024-06-09 05:39:32.129000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,503,ALU-0000502,2025-01-14 05:39:32.121000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,517,ALU-0000516,2024-03-31 05:39:32.113000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,530,ALU-0000529,2025-02-08 05:39:32.114000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,558,ALU-0000557,2024-07-29 05:39:32.123000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,563,ALU-0000562,2025-02-28 05:39:32.131000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,601,ALU-0000600,2024-04-20 05:39:32.127000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,619,ALU-0000618,2024-10-25 05:39:32.115000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,621,ALU-0000620,2024-04-04 05:39:32.113000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,629,ALU-0000628,2024-07-25 05:39:32.116000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,636,ALU-0000635,2024-08-27 05:39:32.113000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,650,ALU-0000649,2025-05-26 05:39:32.128000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,664,ALU-0000663,2025-05-14 05:39:32.120000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,702,ALU-0000701,2025-06-15 05:39:32.130000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,725,ALU-0000724,2024-08-25 05:39:32.121000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,736,ALU-0000735,2025-06-09 05:39:32.113000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,826,ALU-0000825,2025-01-28 05:39:32.127000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,830,ALU-0000829,2024-03-15 05:39:32.111000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,843,ALU-0000842,2025-05-14 05:39:32.121000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,901,ALU-0000900,2025-02-18 05:39:32.120000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,912,ALU-0000911,2025-02-25 05:39:32.126000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,914,ALU-0000913,2024-07-06 05:39:32.121000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,933,ALU-0000932,2024-05-18 05:39:32.111000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,945,ALU-0000944,2025-02-20 05:39:32.117000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,990,ALU-0000989,2024-04-10 05:39:32.124000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1008,ALU-0001007,2024-02-17 05:39:32.113000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1038,ALU-0001037,2024-03-26 05:39:32.122000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1054,ALU-0001053,2025-02-07 05:39:32.133000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1070,ALU-0001069,2024-07-15 05:39:32.124000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1165,ALU-0001164,2025-05-16 05:39:32.115000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1181,ALU-0001180,2024-08-11 05:39:32.126000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1197,ALU-0001196,2024-03-27 05:39:32.124000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1205,ALU-0001204,2025-04-18 05:39:32.118000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1226,ALU-0001225,2024-10-05 05:39:32.123000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1238,ALU-0001237,2024-03-11 05:39:32.131000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1256,ALU-0001255,2024-11-25 05:39:32.124000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1298,ALU-0001297,2024-06-12 05:39:32.120000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1332,ALU-0001331,2024-04-20 05:39:32.131000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1342,ALU-0001341,2024-11-21 05:39:32.114000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1354,ALU-0001353,2025-05-08 05:39:32.132000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1359,ALU-0001358,2025-02-02 05:39:32.122000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1374,ALU-0001373,2025-05-07 05:39:32.123000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1391,ALU-0001390,2025-06-15 05:39:32.127000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1395,ALU-0001394,2025-06-22 05:39:32.130000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1418,ALU-0001417,2024-12-06 05:39:32.114000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1508,ALU-0001507,2025-06-15 05:39:32.125000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1511,ALU-0001510,2024-04-02 05:39:32.130000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1528,ALU-0001527,2025-01-30 05:39:32.114000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1541,ALU-0001540,2024-06-07 05:39:32.117000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1569,ALU-0001568,2024-07-27 05:39:32.123000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1570,ALU-0001569,2024-06-20 05:39:32.124000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1636,ALU-0001635,2024-04-06 05:39:32.109000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1679,ALU-0001678,2024-04-23 05:39:32.124000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1709,ALU-0001708,2024-03-15 05:39:32.127000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1758,ALU-0001757,2025-06-22 05:39:32.126000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1781,ALU-0001780,2024-04-10 05:39:32.112000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1794,ALU-0001793,2024-11-20 05:39:32.121000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1799,ALU-0001798,2024-10-21 05:39:32.132000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1821,ALU-0001820,2024-11-02 05:39:32.129000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1839,ALU-0001838,2024-10-23 05:39:32.114000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1847,ALU-0001846,2024-09-27 05:39:32.125000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1873,ALU-0001872,2025-04-19 05:39:32.130000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1908,ALU-0001907,2024-12-24 05:39:32.128000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1909,ALU-0001908,2025-03-06 05:39:32.129000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1911,ALU-0001910,2024-11-05 05:39:32.128000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1935,ALU-0001934,2024-08-08 05:39:32.127000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1960,ALU-0001959,2024-08-17 05:39:32.130000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1968,ALU-0001967,2024-10-18 05:39:32.128000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1987,ALU-0001986,2024-03-10 05:39:32.133000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,1993,ALU-0001992,2025-05-24 05:39:32.116000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2035,ALU-0002034,2025-06-02 05:39:32.110000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2043,ALU-0002042,2024-03-13 05:39:32.118000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2120,ALU-0002119,2025-03-31 05:39:32.126000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2139,ALU-0002138,2024-02-19 05:39:32.114000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2180,ALU-0002179,2024-11-26 05:39:32.117000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2183,ALU-0002182,2024-07-29 05:39:32.116000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2228,ALU-0002227,2025-02-28 05:39:32.131000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2229,ALU-0002228,2024-09-04 05:39:32.116000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2231,ALU-0002230,2024-10-05 05:39:32.123000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2247,ALU-0002246,2024-11-18 05:39:32.123000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2253,ALU-0002252,2024-06-15 05:39:32.126000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2265,ALU-0002264,2024-02-26 05:39:32.133000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2274,ALU-0002273,2025-01-15 05:39:32.122000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2335,ALU-0002334,2025-06-15 05:39:32.125000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2365,ALU-0002364,2024-10-27 05:39:32.115000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2410,ALU-0002409,2025-03-13 05:39:32.118000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2430,ALU-0002429,2025-01-18 05:39:32.123000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2482,ALU-0002481,2025-01-17 05:39:32.128000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2525,ALU-0002524,2024-12-15 05:39:32.117000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2526,ALU-0002525,2025-04-12 05:39:32.133000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2550,ALU-0002549,2025-02-14 05:39:32.128000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2569,ALU-0002568,2024-12-01 05:39:32.121000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2574,ALU-0002573,2025-03-05 05:39:32.128000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2579,ALU-0002578,2024-07-04 05:39:32.126000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2596,ALU-0002595,2024-06-15 05:39:32.123000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2642,ALU-0002641,2024-06-28 05:39:32.126000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2643,ALU-0002642,2025-01-20 05:39:32.130000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2670,ALU-0002669,2024-08-13 05:39:32.110000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2701,ALU-0002700,2024-12-14 05:39:32.125000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2716,ALU-0002714,2024-07-23 05:39:32.118000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2756,ALU-0002755,2025-01-01 05:39:32.129000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2786,ALU-0002785,2024-10-07 05:39:32.117000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2807,ALU-0002806,2024-05-03 05:39:32.111000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2834,ALU-0002833,2024-10-28 05:39:32.114000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2838,ALU-0002837,2025-01-12 05:39:32.115000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2891,ALU-0002890,2025-03-13 05:39:32.115000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2909,ALU-0002908,2024-08-13 05:39:32.125000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2912,ALU-0002911,2024-12-14 05:39:32.133000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2919,ALU-0002918,2025-05-31 05:39:32.116000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2920,ALU-0002919,2024-03-27 05:39:32.111000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2930,ALU-0002929,2024-07-08 05:39:32.112000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,2958,ALU-0002957,2024-04-05 05:39:32.128000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,3026,ALU-0003025,2024-06-30 05:39:32.132000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,3053,ALU-0003052,2024-11-19 05:39:32.118000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,3081,ALU-0003080,2024-02-19 05:39:32.118000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,3089,ALU-0003088,2024-04-07 05:39:32.118000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,3107,ALU-0003106,2024-07-13 05:39:32.133000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,3142,ALU-0003141,2025-03-23 05:39:32.118000,Record is stale or has no valid update timestamp.
DQ-00006,BT-0001,Business Unit Code,ALU,aluminum_production,business_unit,last_updated,Timeliness,maximum_age_days,3149,ALU-0003148,2024-05-28 05:39:32.121000,Record is stale or has no valid update timestamp.
